Topic,Demand Score,Competition Score,Avg Reviews,Avg BSR,Market Gap,Opportunity Score,Trend Source,Suggested Titles
saints of the underground,64,52,85,53204,43,40,Multi-source,"The Complete Saints Of The Underground Guide|Saints Of The Underground for Beginners|Master Saints Of The Underground in 30 Days|"
